capacity,aggregation,eviction,t,occupancy
4096,noport,lfu,6.266666666666667,2
4096,noport,lfu,6.333333333333333,2
4096,noport,lfu,6.4,2
4096,noport,lfu,6.466666666666667,2
4096,noport,lfu,6.533333333333333,2
4096,noport,lfu,6.6,2
4096,noport,lfu,6.666666666666667,2
4096,noport,lfu,6.733333333333333,2
4096,noport,lfu,6.8,2
4096,noport,lfu,6.866666666666666,2
4096,noport,lfu,6.933333333333334,2
4096,noport,lfu,7.0,2
4096,noport,lfu,7.066666666666666,2
4096,noport,lfu,7.133333333333334,2
4096,noport,lfu,7.2,2
4096,noport,lfu,7.266666666666667,2
4096,noport,lfu,7.333333333333333,2
4096,noport,lfu,7.4,2
4096,noport,lfu,7.466666666666667,2
4096,noport,lfu,7.533333333333333,2
4096,noport,lfu,7.6,2
4096,noport,lfu,7.666666666666667,2
4096,noport,lfu,7.733333333333333,2
4096,noport,lfu,7.8,2
4096,noport,lfu,7.866666666666666,2
4096,noport,lfu,7.933333333333334,2
4096,noport,lfu,8.0,2
4096,noport,lfu,8.066666666666666,2
4096,noport,lfu,8.133333333333333,2
4096,noport,lfu,8.2,3
4096,noport,lfu,8.266666666666667,3
4096,noport,lfu,8.333333333333334,3
4096,noport,lfu,8.4,3
4096,noport,lfu,8.466666666666667,3
4096,noport,lfu,8.533333333333333,3
4096,noport,lfu,8.6,3
4096,noport,lfu,8.666666666666666,3
4096,noport,lfu,8.733333333333333,3
4096,noport,lfu,8.8,3
4096,noport,lfu,8.866666666666667,3
4096,noport,lfu,8.933333333333334,3
4096,noport,lfu,9.0,3
4096,noport,lfu,9.066666666666666,3
4096,noport,lfu,9.133333333333333,3
4096,noport,lfu,9.2,3
4096,noport,lfu,9.266666666666667,3
4096,noport,lfu,9.333333333333334,3
4096,noport,lfu,9.4,3
4096,noport,lfu,9.466666666666667,3
4096,noport,lfu,9.533333333333333,3
4096,noport,lfu,9.6,3
4096,noport,lfu,9.666666666666666,3
4096,noport,lfu,9.733333333333333,3
4096,noport,lfu,9.8,3
4096,noport,lfu,9.866666666666667,3
4096,noport,lfu,9.933333333333334,3
4096,noport,lfu,10.0,3
4096,noport,lfu,10.066666666666666,3
4096,noport,lfu,10.133333333333333,3
4096,noport,lfu,10.2,3
4096,noport,lfu,10.266666666666667,3
4096,noport,lfu,10.333333333333334,3
4096,noport,lfu,10.4,3
4096,noport,lfu,10.466666666666667,3
4096,noport,lfu,10.533333333333333,3
4096,noport,lfu,10.6,3
4096,noport,lfu,10.666666666666666,3
4096,noport,lfu,10.733333333333333,3
4096,noport,lfu,10.8,3
4096,noport,lfu,10.866666666666667,3
4096,noport,lfu,10.933333333333334,3
4096,noport,lfu,11.0,3
4096,noport,lfu,11.066666666666666,3
4096,noport,lfu,11.133333333333333,3
4096,noport,lfu,11.2,3
4096,noport,lfu,11.266666666666667,3
4096,noport,lfu,11.333333333333334,3
4096,noport,lfu,11.4,3
4096,noport,lfu,11.466666666666667,3
4096,noport,lfu,11.533333333333333,3
4096,noport,lfu,11.6,3
4096,noport,lfu,11.666666666666666,3
4096,noport,lfu,11.733333333333333,3
4096,noport,lfu,11.8,3
4096,noport,lfu,11.866666666666667,3
4096,noport,lfu,11.933333333333334,3
4096,noport,lfu,12.0,3
4096,noport,lfu,12.066666666666666,3
4096,noport,lfu,12.133333333333333,3
4096,noport,lfu,12.2,3
4096,noport,lfu,12.266666666666667,3
4096,noport,lfu,12.333333333333334,3
4096,noport,lfu,12.4,3
4096,noport,lfu,12.466666666666667,3
4096,noport,lfu,12.533333333333333,3
4096,noport,lfu,12.6,3
4096,noport,lfu,12.666666666666666,3
4096,noport,lfu,12.733333333333333,3
4096,noport,lfu,12.8,3
4096,noport,lfu,12.866666666666667,3
4096,noport,lfu,12.933333333333334,3
4096,noport,lfu,13.0,3
4096,noport,lfu,13.066666666666666,3
4096,noport,lfu,13.133333333333333,3
4096,noport,lfu,13.2,3
4096,noport,lfu,13.266666666666667,3
4096,victim,hard,0.0,1
4096,victim,hard,0.06666666666666667,193
4096,victim,hard,0.13333333333333333,383
4096,victim,hard,0.2,577
4096,victim,hard,0.26666666666666666,770
4096,victim,hard,0.3333333333333333,959
4096,victim,hard,0.4,1154
4096,victim,hard,0.4666666666666667,1342
4096,victim,hard,0.5333333333333333,1529
4096,victim,hard,0.6,1719
4096,victim,hard,0.6666666666666666,1910
4096,victim,hard,0.7333333333333333,2098
4096,victim,hard,0.8,2281
4096,victim,hard,0.8666666666666667,2469
4096,victim,hard,0.9333333333333333,2653
4096,victim,hard,1.0,2836
4096,victim,hard,1.0666666666666667,3025
4096,victim,hard,1.1333333333333333,3204
4096,victim,hard,1.2,3387
4096,victim,hard,1.2666666666666666,3570
4096,victim,hard,1.3333333333333333,3754
4096,victim,hard,1.4,3940
4096,victim,hard,1.4666666666666666,4096
4096,victim,hard,1.5333333333333334,4096
4096,victim,hard,1.6,4096
4096,victim,hard,1.6666666666666667,4096
4096,victim,hard,1.7333333333333334,4096
4096,victim,hard,1.8,4096
4096,victim,hard,1.8666666666666667,4096
4096,victim,hard,1.9333333333333333,4096
4096,victim,hard,2.0,4096
4096,victim,hard,2.066666666666667,4096
4096,victim,hard,2.1333333333333333,4096
4096,victim,hard,2.2,4096
4096,victim,hard,2.2666666666666666,4096
4096,victim,hard,2.3333333333333335,4096
4096,victim,hard,2.4,4096
4096,victim,hard,2.466666666666667,4096
4096,victim,hard,2.533333333333333,4096
4096,victim,hard,2.6,4096
4096,victim,hard,2.6666666666666665,4096
4096,victim,hard,2.7333333333333334,4096
4096,victim,hard,2.8,4096
4096,victim,hard,2.8666666666666667,4096
4096,victim,hard,2.933333333333333,4096
4096,victim,hard,3.0,4096
4096,victim,hard,3.066666666666667,4096
4096,victim,hard,3.1333333333333333,4096
4096,victim,hard,3.2,4096
4096,victim,hard,3.2666666666666666,4096
4096,victim,hard,3.3333333333333335,4096
4096,victim,hard,3.4,4096
4096,victim,hard,3.466666666666667,4096
4096,victim,hard,3.533333333333333,4096
4096,victim,hard,3.6,4096
4096,victim,hard,3.6666666666666665,4096
4096,victim,hard,3.7333333333333334,4096
4096,victim,hard,3.8,4096
4096,victim,hard,3.8666666666666667,4096
4096,victim,hard,3.933333333333333,4096
4096,victim,hard,4.0,4096
4096,victim,hard,4.066666666666666,4096
4096,victim,hard,4.133333333333334,4096
4096,victim,hard,4.2,4096
4096,victim,hard,4.266666666666667,4096
4096,victim,hard,4.333333333333333,4096
4096,victim,hard,4.4,4096
4096,victim,hard,4.466666666666667,4096
4096,victim,hard,4.533333333333333,4096
4096,victim,hard,4.6,4096
4096,victim,hard,4.666666666666667,4096
4096,victim,hard,4.733333333333333,4096
4096,victim,hard,4.8,4096
4096,victim,hard,4.866666666666666,4096
4096,victim,hard,4.933333333333334,4096
4096,victim,hard,5.0,4096
4096,victim,hard,5.066666666666666,4096
4096,victim,hard,5.133333333333334,4096
4096,victim,hard,5.2,4096
4096,victim,hard,5.266666666666667,4096
4096,victim,hard,5.333333333333333,4096
4096,victim,hard,5.4,4096
4096,victim,hard,5.466666666666667,4096
4096,victim,hard,5.533333333333333,4096
4096,victim,hard,5.6,4096
4096,victim,hard,5.666666666666667,4096
4096,victim,hard,5.733333333333333,4096
4096,victim,hard,5.8,4096
4096,victim,hard,5.866666666666666,4096
4096,victim,hard,5.933333333333334,4096
4096,victim,hard,6.0,4096
4096,victim,hard,6.066666666666666,4096
4096,victim,hard,6.133333333333334,4096
4096,victim,hard,6.2,4096
4096,victim,hard,6.266666666666667,4096
4096,victim,hard,6.333333333333333,4096
4096,victim,hard,6.4,4096
4096,victim,hard,6.466666666666667,4096
4096,victim,hard,6.533333333333333,4096
4096,victim,hard,6.6,4096
4096,victim,hard,6.666666666666667,4096
4096,victim,hard,6.733333333333333,4096
4096,victim,hard,6.8,4096
4096,victim,hard,6.866666666666666,4096
4096,victim,hard,6.933333333333334,4096
4096,victim,hard,7.0,4096
4096,victim,hard,7.066666666666666,4096
4096,victim,hard,7.133333333333334,4096
4096,victim,hard,7.2,4096
4096,victim,hard,7.266666666666667,4096
4096,victim,hard,7.333333333333333,4096
4096,victim,hard,7.4,4096
4096,victim,hard,7.466666666666667,4096
4096,victim,hard,7.533333333333333,4096
4096,victim,hard,7.6,4096
4096,victim,hard,7.666666666666667,4096
4096,victim,hard,7.733333333333333,4096
4096,victim,hard,7.8,4096
4096,victim,hard,7.866666666666666,4096
4096,victim,hard,7.933333333333334,4096
4096,victim,hard,8.0,4096
4096,victim,hard,8.066666666666666,4096
4096,victim,hard,8.133333333333333,4096
4096,victim,hard,8.2,4096
4096,victim,hard,8.266666666666667,4096
4096,victim,hard,8.333333333333334,4096
4096,victim,hard,8.4,4096
4096,victim,hard,8.466666666666667,4096
4096,victim,hard,8.533333333333333,4096
4096,victim,hard,8.6,4096
4096,victim,hard,8.666666666666666,4096
4096,victim,hard,8.733333333333333,4096
4096,victim,hard,8.8,4096
4096,victim,hard,8.866666666666667,4096
4096,victim,hard,8.933333333333334,4096
4096,victim,hard,9.0,4096
4096,victim,hard,9.066666666666666,4096
4096,victim,hard,9.133333333333333,4096
4096,victim,hard,9.2,4096
4096,victim,hard,9.266666666666667,4096
4096,victim,hard,9.333333333333334,4096
4096,victim,hard,9.4,4096
4096,victim,hard,9.466666666666667,4096
4096,victim,hard,9.533333333333333,4096
4096,victim,hard,9.6,4096
4096,victim,hard,9.666666666666666,4096
4096,victim,hard,9.733333333333333,4096
4096,victim,hard,9.8,4096
4096,victim,hard,9.866666666666667,4096
4096,victim,hard,9.933333333333334,4096
4096,victim,hard,10.0,4096
4096,victim,hard,10.066666666666666,4096
4096,victim,hard,10.133333333333333,4096
4096,victim,hard,10.2,4096
4096,victim,hard,10.266666666666667,4096
4096,victim,hard,10.333333333333334,4096
4096,victim,hard,10.4,4096
4096,victim,hard,10.466666666666667,4096
4096,victim,hard,10.533333333333333,4096
4096,victim,hard,10.6,4096
4096,victim,hard,10.666666666666666,4096
4096,victim,hard,10.733333333333333,4096
4096,victim,hard,10.8,4096
4096,victim,hard,10.866666666666667,4096
4096,victim,hard,10.933333333333334,4096
4096,victim,hard,11.0,4096
4096,victim,hard,11.066666666666666,4096
4096,victim,hard,11.133333333333333,4096
4096,victim,hard,11.2,4096
4096,victim,hard,11.266666666666667,4096
4096,victim,hard,11.333333333333334,4096
4096,victim,hard,11.4,4096
4096,victim,hard,11.466666666666667,4096
4096,victim,hard,11.533333333333333,4096
4096,victim,hard,11.6,4096
4096,victim,hard,11.666666666666666,4096
4096,victim,hard,11.733333333333333,4096
4096,victim,hard,11.8,4096
4096,victim,hard,11.866666666666667,4096
4096,victim,hard,11.933333333333334,4096
4096,victim,hard,12.0,4096
4096,victim,hard,12.066666666666666,4096
4096,victim,hard,12.133333333333333,4096
4096,victim,hard,12.2,4096
4096,victim,hard,12.266666666666667,4096
4096,victim,hard,12.333333333333334,4096
4096,victim,hard,12.4,4096
4096,victim,hard,12.466666666666667,4096
4096,victim,hard,12.533333333333333,4096
4096,victim,hard,12.6,4096
4096,victim,hard,12.666666666666666,4096
4096,victim,hard,12.733333333333333,4096
4096,victim,hard,12.8,4096
4096,victim,hard,12.866666666666667,4096
4096,victim,hard,12.933333333333334,4096
4096,victim,hard,13.0,4096
4096,victim,hard,13.066666666666666,4096
4096,victim,hard,13.133333333333333,4096
4096,victim,hard,13.2,4096
4096,victim,hard,13.266666666666667,4096
4096,victim,idle,0.0,1
4096,victim,idle,0.06666666666666667,193
4096,victim,idle,0.13333333333333333,383
4096,victim,idle,0.2,577
4096,victim,idle,0.26666666666666666,770
4096,victim,idle,0.3333333333333333,959
4096,victim,idle,0.4,1154
4096,victim,idle,0.4666666666666667,1342
4096,victim,idle,0.5333333333333333,1529
4096,victim,idle,0.6,1719
4096,victim,idle,0.6666666666666666,1910
4096,victim,idle,0.7333333333333333,2098
4096,victim,idle,0.8,2281
4096,victim,idle,0.8666666666666667,2469
4096,victim,idle,0.9333333333333333,2653
4096,victim,idle,1.0,2836
4096,victim,idle,1.0666666666666667,3025
4096,victim,idle,1.1333333333333333,3204
4096,victim,idle,1.2,3387
4096,victim,idle,1.2666666666666666,3570
4096,victim,idle,1.3333333333333333,3754
4096,victim,idle,1.4,3940
4096,victim,idle,1.4666666666666666,4096
4096,victim,idle,1.5333333333333334,4096
4096,victim,idle,1.6,4096
4096,victim,idle,1.6666666666666667,4096
4096,victim,idle,1.7333333333333334,4096
4096,victim,idle,1.8,4096
4096,victim,idle,1.8666666666666667,4096
4096,victim,idle,1.9333333333333333,4096
4096,victim,idle,2.0,4096
4096,victim,idle,2.066666666666667,4096
4096,victim,idle,2.1333333333333333,4096
4096,victim,idle,2.2,4096
4096,victim,idle,2.2666666666666666,4096
4096,victim,idle,2.3333333333333335,4096
4096,victim,idle,2.4,4096
4096,victim,idle,2.466666666666667,4096
4096,victim,idle,2.533333333333333,4096
4096,victim,idle,2.6,4096
4096,victim,idle,2.6666666666666665,4096
4096,victim,idle,2.7333333333333334,4096
4096,victim,idle,2.8,4096
4096,victim,idle,2.8666666666666667,4096
4096,victim,idle,2.933333333333333,4096
4096,victim,idle,3.0,4096
4096,victim,idle,3.066666666666667,4096
4096,victim,idle,3.1333333333333333,4096
4096,victim,idle,3.2,4096
4096,victim,idle,3.2666666666666666,4096
4096,victim,idle,3.3333333333333335,4096
4096,victim,idle,3.4,4096
4096,victim,idle,3.466666666666667,4096
4096,victim,idle,3.533333333333333,4096
4096,victim,idle,3.6,4096
4096,victim,idle,3.6666666666666665,4096
4096,victim,idle,3.7333333333333334,4096
4096,victim,idle,3.8,4096
4096,victim,idle,3.8666666666666667,4096
4096,victim,idle,3.933333333333333,4096
4096,victim,idle,4.0,4096
4096,victim,idle,4.066666666666666,4096
4096,victim,idle,4.133333333333334,4096
4096,victim,idle,4.2,4096
4096,victim,idle,4.266666666666667,4096
4096,victim,idle,4.333333333333333,4096
4096,victim,idle,4.4,4096
4096,victim,idle,4.466666666666667,4096
4096,victim,idle,4.533333333333333,4096
4096,victim,idle,4.6,4096
4096,victim,idle,4.666666666666667,4096
4096,victim,idle,4.733333333333333,4096
4096,victim,idle,4.8,4096
4096,victim,idle,4.866666666666666,4096
4096,victim,idle,4.933333333333334,4096
4096,victim,idle,5.0,4096
4096,victim,idle,5.066666666666666,4096
4096,victim,idle,5.133333333333334,4096
4096,victim,idle,5.2,4096
4096,victim,idle,5.266666666666667,4096
4096,victim,idle,5.333333333333333,4096
4096,victim,idle,5.4,4096
4096,victim,idle,5.466666666666667,4096
4096,victim,idle,5.533333333333333,4096
4096,victim,idle,5.6,4096
4096,victim,idle,5.666666666666667,4096
4096,victim,idle,5.733333333333333,4096
4096,victim,idle,5.8,4096
4096,victim,idle,5.866666666666666,4096
4096,victim,idle,5.933333333333334,4096
4096,victim,idle,6.0,4096
4096,victim,idle,6.066666666666666,4096
4096,victim,idle,6.133333333333334,4096
4096,victim,idle,6.2,4096
4096,victim,idle,6.266666666666667,4096
4096,victim,idle,6.333333333333333,4096
4096,victim,idle,6.4,4096
4096,victim,idle,6.466666666666667,4096
4096,victim,idle,6.533333333333333,4096
4096,victim,idle,6.6,4096
4096,victim,idle,6.666666666666667,4096
4096,victim,idle,6.733333333333333,4096
4096,victim,idle,6.8,4096
4096,victim,idle,6.866666666666666,4096
4096,victim,idle,6.933333333333334,4096
4096,victim,idle,7.0,4096
4096,victim,idle,7.066666666666666,4096
4096,victim,idle,7.133333333333334,4096
4096,victim,idle,7.2,4096
4096,victim,idle,7.266666666666667,4096
4096,victim,idle,7.333333333333333,4096
4096,victim,idle,7.4,4096
4096,victim,idle,7.466666666666667,4096
4096,victim,idle,7.533333333333333,4096
4096,victim,idle,7.6,4096
4096,victim,idle,7.666666666666667,4096
4096,victim,idle,7.733333333333333,4096
4096,victim,idle,7.8,4096
4096,victim,idle,7.866666666666666,4096
4096,victim,idle,7.933333333333334,4096
4096,victim,idle,8.0,4096
4096,victim,idle,8.066666666666666,4096
4096,victim,idle,8.133333333333333,4096
4096,victim,idle,8.2,4096
4096,victim,idle,8.266666666666667,4096
4096,victim,idle,8.333333333333334,4096
4096,victim,idle,8.4,4096
4096,victim,idle,8.466666666666667,4096
4096,victim,idle,8.533333333333333,4096
4096,victim,idle,8.6,4096
4096,victim,idle,8.666666666666666,4096
4096,victim,idle,8.733333333333333,4096
4096,victim,idle,8.8,4096
4096,victim,idle,8.866666666666667,4096
4096,victim,idle,8.933333333333334,4096
4096,victim,idle,9.0,4096
4096,victim,idle,9.066666666666666,4096
4096,victim,idle,9.133333333333333,4096
4096,victim,idle,9.2,4096
4096,victim,idle,9.266666666666667,4096
4096,victim,idle,9.333333333333334,4096
4096,victim,idle,9.4,4096
4096,victim,idle,9.466666666666667,4096
4096,victim,idle,9.533333333333333,4096
4096,victim,idle,9.6,4096
4096,victim,idle,9.666666666666666,4096
4096,victim,idle,9.733333333333333,4096
4096,victim,idle,9.8,4096
4096,victim,idle,9.866666666666667,4096
4096,victim,idle,9.933333333333334,4096
4096,victim,idle,10.0,4096
4096,victim,idle,10.066666666666666,4096
4096,victim,idle,10.133333333333333,4096
4096,victim,idle,10.2,4096
4096,victim,idle,10.266666666666667,4096
4096,victim,idle,10.333333333333334,4096
4096,victim,idle,10.4,4096
4096,victim,idle,10.466666666666667,4096
4096,victim,idle,10.533333333333333,4096
4096,victim,idle,10.6,4096
4096,victim,idle,10.666666666666666,4096
4096,victim,idle,10.733333333333333,4096
4096,victim,idle,10.8,4096
4096,victim,idle,10.866666666666667,4096
4096,victim,idle,10.933333333333334,4096
4096,victim,idle,11.0,4096
4096,victim,idle,11.066666666666666,4096
4096,victim,idle,11.133333333333333,4096
4096,victim,idle,11.2,4096
4096,victim,idle,11.266666666666667,4096
4096,victim,idle,11.333333333333334,4096
4096,victim,idle,11.4,4096
4096,victim,idle,11.466666666666667,4096
4096,victim,idle,11.533333333333333,4096
4096,victim,idle,11.6,4096
4096,victim,idle,11.666666666666666,4096
4096,victim,idle,11.733333333333333,4096
4096,victim,idle,11.8,4096
4096,victim,idle,11.866666666666667,4096
4096,victim,idle,11.933333333333334,4096
4096,victim,idle,12.0,4096
4096,victim,idle,12.066666666666666,4096
4096,victim,idle,12.133333333333333,4096
4096,victim,idle,12.2,4096
4096,victim,idle,12.266666666666667,4096
4096,victim,idle,12.333333333333334,4096
4096,victim,idle,12.4,4096
4096,victim,idle,12.466666666666667,4096
4096,victim,idle,12.533333333333333,4096
4096,victim,idle,12.6,4096
4096,victim,idle,12.666666666666666,4096
4096,victim,idle,12.733333333333333,4096
4096,victim,idle,12.8,4096
4096,victim,idle,12.866666666666667,4096
4096,victim,idle,12.933333333333334,4096
4096,victim,idle,13.0,4096
4096,victim,idle,13.066666666666666,4096
4096,victim,idle,13.133333333333333,4096
4096,victim,idle,13.2,4096
4096,victim,idle,13.266666666666667,4096
4096,victim,lru,0.0,1
4096,victim,lru,0.06666666666666667,193
4096,victim,lru,0.13333333333333333,383
4096,victim,lru,0.2,577
4096,victim,lru,0.26666666666666666,770
4096,victim,lru,0.3333333333333333,959
4096,victim,lru,0.4,1154
4096,victim,lru,0.4666666666666667,1342
4096,victim,lru,0.5333333333333333,1529
4096,victim,lru,0.6,1719
4096,victim,lru,0.6666666666666666,1910
4096,victim,lru,0.7333333333333333,2098
4096,victim,lru,0.8,2281
4096,victim,lru,0.8666666666666667,2469
4096,victim,lru,0.9333333333333333,2653
4096,victim,lru,1.0,2836
4096,victim,lru,1.0666666666666667,3025
4096,victim,lru,1.1333333333333333,3204
4096,victim,lru,1.2,3387
4096,victim,lru,1.2666666666666666,3570
4096,victim,lru,1.3333333333333333,3754
4096,victim,lru,1.4,3940
4096,victim,lru,1.4666666666666666,4096
4096,victim,lru,1.5333333333333334,4096
4096,victim,lru,1.6,4096
4096,victim,lru,1.6666666666666667,4096
4096,victim,lru,1.7333333333333334,4096
4096,victim,lru,1.8,4096
4096,victim,lru,1.8666666666666667,4096
4096,victim,lru,1.9333333333333333,4096
4096,victim,lru,2.0,4096
4096,victim,lru,2.066666666666667,4096
4096,victim,lru,2.1333333333333333,4096
4096,victim,lru,2.2,4096
4096,victim,lru,2.2666666666666666,4096
4096,victim,lru,2.3333333333333335,4096
4096,victim,lru,2.4,4096
4096,victim,lru,2.466666666666667,4096
4096,victim,lru,2.533333333333333,4096
4096,victim,lru,2.6,4096
4096,victim,lru,2.6666666666666665,4096
4096,victim,lru,2.7333333333333334,4096
4096,victim,lru,2.8,4096
4096,victim,lru,2.8666666666666667,4096
4096,victim,lru,2.933333333333333,4096
4096,victim,lru,3.0,4096
4096,victim,lru,3.066666666666667,4096
4096,victim,lru,3.1333333333333333,4096
4096,victim,lru,3.2,4096
4096,victim,lru,3.2666666666666666,4096
4096,victim,lru,3.3333333333333335,4096
4096,victim,lru,3.4,4096
4096,victim,lru,3.466666666666667,4096
4096,victim,lru,3.533333333333333,4096
4096,victim,lru,3.6,4096
4096,victim,lru,3.6666666666666665,4096
4096,victim,lru,3.7333333333333334,4096
4096,victim,lru,3.8,4096
4096,victim,lru,3.8666666666666667,4096
4096,victim,lru,3.933333333333333,4096
4096,victim,lru,4.0,4096
4096,victim,lru,4.066666666666666,4096
4096,victim,lru,4.133333333333334,4096
4096,victim,lru,4.2,4096
4096,victim,lru,4.266666666666667,4096
4096,victim,lru,4.333333333333333,4096
4096,victim,lru,4.4,4096
4096,victim,lru,4.466666666666667,4096
4096,victim,lru,4.533333333333333,4096
4096,victim,lru,4.6,4096
4096,victim,lru,4.666666666666667,4096
4096,victim,lru,4.733333333333333,4096
4096,victim,lru,4.8,4096
4096,victim,lru,4.866666666666666,4096
4096,victim,lru,4.933333333333334,4096
4096,victim,lru,5.0,4096
4096,victim,lru,5.066666666666666,4096
4096,victim,lru,5.133333333333334,4096
4096,victim,lru,5.2,4096
4096,victim,lru,5.266666666666667,4096
4096,victim,lru,5.333333333333333,4096
4096,victim,lru,5.4,4096
4096,victim,lru,5.466666666666667,4096
4096,victim,lru,5.533333333333333,4096
4096,victim,lru,5.6,4096
4096,victim,lru,5.666666666666667,4096
4096,victim,lru,5.733333333333333,4096
4096,victim,lru,5.8,4096
4096,victim,lru,5.866666666666666,4096
4096,victim,lru,5.933333333333334,4096
4096,victim,lru,6.0,4096
4096,victim,lru,6.066666666666666,4096
4096,victim,lru,6.133333333333334,4096
4096,victim,lru,6.2,4096
4096,victim,lru,6.266666666666667,4096
4096,victim,lru,6.333333333333333,4096
4096,victim,lru,6.4,4096
4096,victim,lru,6.466666666666667,4096
4096,victim,lru,6.533333333333333,4096
4096,victim,lru,6.6,4096
4096,victim,lru,6.666666666666667,4096
4096,victim,lru,6.733333333333333,4096
4096,victim,lru,6.8,4096
4096,victim,lru,6.866666666666666,4096
4096,victim,lru,6.933333333333334,4096
4096,victim,lru,7.0,4096
4096,victim,lru,7.066666666666666,4096
4096,victim,lru,7.133333333333334,4096
4096,victim,lru,7.2,4096
4096,victim,lru,7.266666666666667,4096
4096,victim,lru,7.333333333333333,4096
4096,victim,lru,7.4,4096
4096,victim,lru,7.466666666666667,4096
4096,victim,lru,7.533333333333333,4096
4096,victim,lru,7.6,4096
4096,victim,lru,7.666666666666667,4096
4096,victim,lru,7.733333333333333,4096
4096,victim,lru,7.8,4096
4096,victim,lru,7.866666666666666,4096
4096,victim,lru,7.933333333333334,4096
4096,victim,lru,8.0,4096
4096,victim,lru,8.066666666666666,4096
4096,victim,lru,8.133333333333333,4096
4096,victim,lru,8.2,4096
4096,victim,lru,8.266666666666667,4096
4096,victim,lru,8.333333333333334,4096
4096,victim,lru,8.4,4096
4096,victim,lru,8.466666666666667,4096
4096,victim,lru,8.533333333333333,4096
4096,victim,lru,8.6,4096
4096,victim,lru,8.666666666666666,4096
4096,victim,lru,8.733333333333333,4096
4096,victim,lru,8.8,4096
4096,victim,lru,8.866666666666667,4096
4096,victim,lru,8.933333333333334,4096
4096,victim,lru,9.0,4096
4096,victim,lru,9.066666666666666,4096
4096,victim,lru,9.133333333333333,4096
4096,victim,lru,9.2,4096
4096,victim,lru,9.266666666666667,4096
4096,victim,lru,9.333333333333334,4096
4096,victim,lru,9.4,4096
4096,victim,lru,9.466666666666667,4096
4096,victim,lru,9.533333333333333,4096
4096,victim,lru,9.6,4096
4096,victim,lru,9.666666666666666,4096
4096,victim,lru,9.733333333333333,4096
4096,victim,lru,9.8,4096
4096,victim,lru,9.866666666666667,4096
4096,victim,lru,9.933333333333334,4096
4096,victim,lru,10.0,4096
4096,victim,lru,10.066666666666666,4096
4096,victim,lru,10.133333333333333,4096
4096,victim,lru,10.2,4096
4096,victim,lru,10.266666666666667,4096
4096,victim,lru,10.333333333333334,4096
4096,victim,lru,10.4,4096
4096,victim,lru,10.466666666666667,4096
4096,victim,lru,10.533333333333333,4096
4096,victim,lru,10.6,4096
4096,victim,lru,10.666666666666666,4096
4096,victim,lru,10.733333333333333,4096
4096,victim,lru,10.8,4096
4096,victim,lru,10.866666666666667,4096
4096,victim,lru,10.933333333333334,4096
4096,victim,lru,11.0,4096
4096,victim,lru,11.066666666666666,4096
4096,victim,lru,11.133333333333333,4096
4096,victim,lru,11.2,4096
4096,victim,lru,11.266666666666667,4096
4096,victim,lru,11.333333333333334,4096
4096,victim,lru,11.4,4096
4096,victim,lru,11.466666666666667,4096
4096,victim,lru,11.533333333333333,4096
4096,victim,lru,11.6,4096
4096,victim,lru,11.666666666666666,4096
4096,victim,lru,11.733333333333333,4096
4096,victim,lru,11.8,4096
4096,victim,lru,11.866666666666667,4096
4096,victim,lru,11.933333333333334,4096
4096,victim,lru,12.0,4096
4096,victim,lru,12.066666666666666,4096
4096,victim,lru,12.133333333333333,4096
4096,victim,lru,12.2,4096
4096,victim,lru,12.266666666666667,4096
4096,victim,lru,12.333333333333334,4096
4096,victim,lru,12.4,4096
4096,victim,lru,12.466666666666667,4096
4096,victim,lru,12.533333333333333,4096
4096,victim,lru,12.6,4096
4096,victim,lru,12.666666666666666,4096
4096,victim,lru,12.733333333333333,4096
4096,victim,lru,12.8,4096
4096,victim,lru,12.866666666666667,4096
4096,victim,lru,12.933333333333334,4096
4096,victim,lru,13.0,4096
4096,victim,lru,13.066666666666666,4096
4096,victim,lru,13.133333333333333,4096
4096,victim,lru,13.2,4096
4096,victim,lru,13.266666666666667,4096
4096,victim,lfu,0.0,1
4096,victim,lfu,0.06666666666666667,193
4096,victim,lfu,0.13333333333333333,383
4096,victim,lfu,0.2,577
4096,victim,lfu,0.26666666666666666,770
4096,victim,lfu,0.3333333333333333,959
4096,victim,lfu,0.4,1154
4096,victim,lfu,0.4666666666666667,1342
4096,victim,lfu,0.5333333333333333,1529
4096,victim,lfu,0.6,1719
4096,victim,lfu,0.6666666666666666,1910
4096,victim,lfu,0.7333333333333333,2098
4096,victim,lfu,0.8,2281
4096,victim,lfu,0.8666666666666667,2469
4096,victim,lfu,0.9333333333333333,2653
4096,victim,lfu,1.0,2836
4096,victim,lfu,1.0666666666666667,3025
4096,victim,lfu,1.1333333333333333,3204
4096,victim,lfu,1.2,3387
4096,victim,lfu,1.2666666666666666,3570
4096,victim,lfu,1.3333333333333333,3754
4096,victim,lfu,1.4,3940
4096,victim,lfu,1.4666666666666666,4096
4096,victim,lfu,1.5333333333333334,4096
4096,victim,lfu,1.6,4096
4096,victim,lfu,1.6666666666666667,4096
4096,victim,lfu,1.7333333333333334,4096
4096,victim,lfu,1.8,4096
4096,victim,lfu,1.8666666666666667,4096
4096,victim,lfu,1.9333333333333333,4096
4096,victim,lfu,2.0,4096
4096,victim,lfu,2.066666666666667,4096
4096,victim,lfu,2.1333333333333333,4096
4096,victim,lfu,2.2,4096
4096,victim,lfu,2.2666666666666666,4096
4096,victim,lfu,2.3333333333333335,4096
